PM2.5,PM2.5(D-1),PM2.5(D-3),PM2.5(D-7),PM2.5(D+1),PM2.5(D+3),PM2.5(D+7),Season_Summer,Season_Rainy,Season_Winter
9.0,8.0,18.0,13.0,15.0,13.0,12.0,1,0,0
15.0,9.0,16.0,10.0,13.0,10.0,14.0,1,0,0
13.0,15.0,8.0,13.0,13.0,9.0,20.0,1,0,0
13.0,13.0,9.0,20.0,10.0,15.0,21.0,1,0,0
10.0,13.0,15.0,18.0,9.0,12.0,7.0,1,0,0
9.0,10.0,13.0,16.0,15.0,14.0,7.0,1,0,0
15.0,9.0,13.0,8.0,12.0,20.0,20.0,1,0,0
12.0,15.0,10.0,9.0,14.0,21.0,25.0,1,0,0
14.0,12.0,9.0,15.0,20.0,7.0,34.0,1,0,0
20.0,14.0,15.0,13.0,21.0,7.0,33.0,1,0,0
21.0,20.0,12.0,13.0,7.0,20.0,50.0,1,0,0
7.0,21.0,14.0,10.0,7.0,25.0,75.0,1,0,0
7.0,7.0,20.0,9.0,20.0,34.0,57.0,1,0,0
20.0,7.0,21.0,15.0,25.0,33.0,39.0,1,0,0
25.0,20.0,7.0,12.0,34.0,50.0,40.0,1,0,0
34.0,25.0,7.0,14.0,33.0,75.0,31.0,1,0,0
33.0,34.0,20.0,20.0,50.0,57.0,27.0,1,0,0
50.0,33.0,25.0,21.0,75.0,39.0,27.0,1,0,0
75.0,50.0,34.0,7.0,57.0,40.0,27.0,1,0,0
57.0,75.0,33.0,7.0,39.0,31.0,24.0,1,0,0
39.0,57.0,50.0,20.0,40.0,27.0,24.0,1,0,0
40.0,39.0,75.0,25.0,31.0,27.0,19.0,1,0,0
31.0,40.0,57.0,34.0,27.0,27.0,33.0,1,0,0
27.0,31.0,39.0,33.0,27.0,24.0,23.0,1,0,0
27.0,27.0,40.0,50.0,27.0,24.0,14.0,1,0,0
27.0,27.0,31.0,75.0,24.0,19.0,9.0,1,0,0
24.0,27.0,27.0,57.0,24.0,33.0,11.0,1,0,0
24.0,24.0,27.0,39.0,19.0,23.0,9.0,1,0,0
19.0,24.0,27.0,40.0,33.0,14.0,11.0,1,0,0
33.0,19.0,24.0,31.0,23.0,9.0,15.0,1,0,0
23.0,33.0,24.0,27.0,14.0,11.0,15.0,1,0,0
14.0,23.0,19.0,27.0,9.0,9.0,10.0,1,0,0
9.0,14.0,33.0,27.0,11.0,11.0,25.0,1,0,0
11.0,9.0,23.0,24.0,9.0,15.0,16.0,1,0,0
9.0,11.0,14.0,24.0,11.0,15.0,10.0,1,0,0
11.0,9.0,9.0,19.0,15.0,10.0,8.0,1,0,0
15.0,11.0,11.0,33.0,15.0,25.0,15.0,1,0,0
15.0,15.0,9.0,23.0,10.0,16.0,14.0,1,0,0
10.0,15.0,11.0,14.0,25.0,10.0,23.0,1,0,0
25.0,10.0,15.0,9.0,16.0,8.0,15.0,1,0,0
16.0,25.0,15.0,11.0,10.0,15.0,16.0,1,0,0
10.0,16.0,10.0,9.0,8.0,14.0,15.0,1,0,0
8.0,10.0,25.0,11.0,15.0,23.0,7.0,1,0,0
15.0,8.0,16.0,15.0,14.0,15.0,6.0,1,0,0
14.0,15.0,10.0,15.0,23.0,16.0,12.0,1,0,0
23.0,14.0,8.0,10.0,15.0,15.0,13.0,1,0,0
15.0,23.0,15.0,25.0,16.0,7.0,18.0,1,0,0
16.0,15.0,14.0,16.0,15.0,6.0,16.0,1,0,0
15.0,16.0,23.0,10.0,7.0,12.0,10.0,1,0,0
7.0,15.0,15.0,8.0,6.0,13.0,10.0,1,0,0
6.0,7.0,16.0,15.0,12.0,18.0,10.0,1,0,0
12.0,6.0,15.0,14.0,13.0,16.0,8.0,1,0,0
13.0,12.0,7.0,23.0,18.0,10.0,4.0,1,0,0
18.0,13.0,6.0,15.0,16.0,10.0,6.0,1,0,0
16.0,18.0,12.0,16.0,10.0,10.0,8.0,1,0,0
10.0,16.0,13.0,15.0,10.0,8.0,9.0,1,0,0
10.0,10.0,18.0,7.0,10.0,4.0,10.0,1,0,0
10.0,10.0,16.0,6.0,8.0,6.0,11.0,1,0,0
8.0,10.0,10.0,12.0,4.0,8.0,10.0,1,0,0
4.0,8.0,10.0,13.0,6.0,9.0,15.0,1,0,0
6.0,4.0,10.0,18.0,8.0,10.0,17.0,1,0,0
8.0,6.0,8.0,16.0,9.0,11.0,24.0,1,0,0
9.0,8.0,4.0,10.0,10.0,10.0,16.0,1,0,0
10.0,9.0,6.0,10.0,11.0,15.0,18.0,1,0,0
11.0,10.0,8.0,10.0,10.0,17.0,21.0,1,0,0
10.0,11.0,9.0,8.0,15.0,24.0,13.0,1,0,0
15.0,10.0,10.0,4.0,17.0,16.0,7.0,1,0,0
17.0,15.0,11.0,6.0,24.0,18.0,6.0,1,0,0
24.0,17.0,10.0,8.0,16.0,21.0,8.0,1,0,0
16.0,24.0,15.0,9.0,18.0,13.0,7.0,1,0,0
18.0,16.0,17.0,10.0,21.0,7.0,8.0,1,0,0
21.0,18.0,24.0,11.0,13.0,6.0,8.0,0,1,0
13.0,21.0,16.0,10.0,7.0,8.0,9.0,0,1,0
7.0,13.0,18.0,15.0,6.0,7.0,12.0,0,1,0
6.0,7.0,21.0,17.0,8.0,8.0,10.0,0,1,0
8.0,6.0,13.0,24.0,7.0,8.0,12.0,0,1,0
7.0,8.0,7.0,16.0,8.0,9.0,15.0,0,1,0
8.0,7.0,6.0,18.0,8.0,12.0,16.0,0,1,0
8.0,8.0,8.0,21.0,9.0,10.0,11.0,0,1,0
9.0,8.0,7.0,13.0,12.0,12.0,10.0,0,1,0
12.0,9.0,8.0,7.0,10.0,15.0,12.0,0,1,0
10.0,12.0,8.0,6.0,12.0,16.0,9.0,0,1,0
12.0,10.0,9.0,8.0,15.0,11.0,6.0,0,1,0
15.0,12.0,12.0,7.0,16.0,10.0,6.0,0,1,0
16.0,15.0,10.0,8.0,11.0,12.0,10.0,0,1,0
11.0,16.0,12.0,8.0,10.0,9.0,10.0,0,1,0
10.0,11.0,15.0,9.0,12.0,6.0,8.0,0,1,0
12.0,10.0,16.0,12.0,9.0,6.0,8.0,0,1,0
9.0,12.0,11.0,10.0,6.0,10.0,9.0,0,1,0
6.0,9.0,10.0,12.0,6.0,10.0,6.0,0,1,0
6.0,6.0,12.0,15.0,10.0,8.0,10.0,0,1,0
10.0,6.0,9.0,16.0,10.0,8.0,10.0,0,1,0
10.0,10.0,6.0,11.0,8.0,9.0,11.0,0,1,0
8.0,10.0,6.0,10.0,8.0,6.0,10.0,0,1,0
8.0,8.0,10.0,12.0,9.0,10.0,8.0,0,1,0
9.0,8.0,10.0,9.0,6.0,10.0,10.0,0,1,0
6.0,9.0,8.0,6.0,10.0,11.0,8.0,0,1,0
10.0,6.0,8.0,6.0,10.0,10.0,6.0,0,1,0
10.0,10.0,9.0,10.0,11.0,8.0,8.0,0,1,0
11.0,10.0,6.0,10.0,10.0,10.0,9.0,0,1,0
10.0,11.0,10.0,8.0,8.0,8.0,16.40495867768595,0,1,0
8.0,10.0,10.0,8.0,10.0,6.0,16.40495867768595,0,1,0
10.0,8.0,11.0,9.0,8.0,8.0,11.0,0,1,0
8.0,10.0,10.0,6.0,6.0,9.0,7.0,0,1,0
6.0,8.0,8.0,10.0,8.0,16.40495867768595,9.0,0,1,0
8.0,6.0,10.0,10.0,9.0,16.40495867768595,10.0,0,1,0
9.0,8.0,8.0,11.0,16.40495867768595,11.0,11.0,0,1,0
16.40495867768595,9.0,6.0,10.0,16.40495867768595,7.0,11.0,0,1,0
16.40495867768595,16.40495867768595,8.0,8.0,11.0,9.0,20.0,0,1,0
11.0,16.40495867768595,9.0,10.0,7.0,10.0,15.0,0,1,0
7.0,11.0,16.40495867768595,8.0,9.0,11.0,12.0,0,1,0
9.0,7.0,16.40495867768595,6.0,10.0,11.0,12.0,0,1,0
10.0,9.0,11.0,8.0,11.0,20.0,12.0,0,1,0
11.0,10.0,7.0,9.0,11.0,15.0,10.0,0,1,0
11.0,11.0,9.0,16.40495867768595,20.0,12.0,9.0,0,1,0
20.0,11.0,10.0,16.40495867768595,15.0,12.0,12.0,0,1,0
15.0,20.0,11.0,11.0,12.0,12.0,12.0,0,1,0
12.0,15.0,11.0,7.0,12.0,10.0,14.0,0,1,0
12.0,12.0,20.0,9.0,12.0,9.0,10.0,0,1,0
12.0,12.0,15.0,10.0,10.0,12.0,9.0,0,1,0
10.0,12.0,12.0,11.0,9.0,12.0,8.0,0,1,0
9.0,10.0,12.0,11.0,12.0,14.0,7.0,0,1,0
12.0,9.0,12.0,20.0,12.0,10.0,7.0,0,1,0
12.0,12.0,10.0,15.0,14.0,9.0,7.0,0,1,0
14.0,12.0,9.0,12.0,10.0,8.0,7.0,0,1,0
10.0,14.0,12.0,12.0,9.0,7.0,7.0,0,1,0
9.0,10.0,12.0,12.0,8.0,7.0,6.0,0,1,0
8.0,9.0,14.0,10.0,7.0,7.0,6.0,0,1,0
7.0,8.0,10.0,9.0,7.0,7.0,8.0,0,1,0
7.0,7.0,9.0,12.0,7.0,7.0,6.0,0,1,0
7.0,7.0,8.0,12.0,7.0,6.0,8.0,0,1,0
7.0,7.0,7.0,14.0,7.0,6.0,5.0,0,1,0
7.0,7.0,7.0,10.0,6.0,8.0,5.0,0,1,0
6.0,7.0,7.0,9.0,6.0,6.0,7.0,0,1,0
6.0,6.0,7.0,8.0,8.0,8.0,7.0,0,1,0
8.0,6.0,7.0,7.0,6.0,5.0,9.0,0,1,0
6.0,8.0,6.0,7.0,8.0,5.0,8.0,0,1,0
8.0,6.0,6.0,7.0,5.0,7.0,7.0,0,1,0
5.0,8.0,8.0,7.0,5.0,7.0,8.0,0,1,0
5.0,5.0,6.0,7.0,7.0,9.0,7.0,0,1,0
7.0,5.0,8.0,6.0,7.0,8.0,6.0,0,1,0
7.0,7.0,5.0,6.0,9.0,7.0,7.0,0,1,0
9.0,7.0,5.0,8.0,8.0,8.0,8.0,0,1,0
8.0,9.0,7.0,6.0,7.0,7.0,9.0,0,1,0
7.0,8.0,7.0,8.0,8.0,6.0,9.0,0,1,0
8.0,7.0,9.0,5.0,7.0,7.0,9.0,0,1,0
7.0,8.0,8.0,5.0,6.0,8.0,8.0,0,1,0
6.0,7.0,7.0,7.0,7.0,9.0,10.0,0,1,0
7.0,6.0,8.0,7.0,8.0,9.0,9.0,0,1,0
8.0,7.0,7.0,9.0,9.0,9.0,7.0,0,1,0
9.0,8.0,6.0,8.0,9.0,8.0,8.0,0,1,0
9.0,9.0,7.0,7.0,9.0,10.0,8.0,0,1,0
9.0,9.0,8.0,8.0,8.0,9.0,6.0,0,1,0
8.0,9.0,9.0,7.0,10.0,7.0,11.0,0,1,0
10.0,8.0,9.0,6.0,9.0,8.0,16.0,0,1,0
9.0,10.0,9.0,7.0,7.0,8.0,11.0,0,1,0
7.0,9.0,8.0,8.0,8.0,6.0,18.0,0,1,0
8.0,7.0,10.0,9.0,8.0,11.0,19.0,0,1,0
8.0,8.0,9.0,9.0,6.0,16.0,14.0,0,1,0
6.0,8.0,7.0,9.0,11.0,11.0,8.0,0,1,0
11.0,6.0,8.0,8.0,16.0,18.0,8.0,0,1,0
16.0,11.0,8.0,10.0,11.0,19.0,8.0,0,1,0
11.0,16.0,6.0,9.0,18.0,14.0,6.0,0,1,0
18.0,11.0,11.0,7.0,19.0,8.0,9.0,0,0,0
19.0,18.0,16.0,8.0,14.0,8.0,9.0,0,0,0
14.0,19.0,11.0,8.0,8.0,8.0,6.0,0,0,0
8.0,14.0,18.0,6.0,8.0,6.0,9.0,0,0,0
8.0,8.0,19.0,11.0,8.0,9.0,11.0,0,0,0
8.0,8.0,14.0,16.0,6.0,9.0,14.0,0,0,0
6.0,8.0,8.0,11.0,9.0,6.0,10.0,0,0,0
9.0,6.0,8.0,18.0,9.0,9.0,8.0,0,0,0
9.0,9.0,8.0,19.0,6.0,11.0,9.0,0,0,0
6.0,9.0,6.0,14.0,9.0,14.0,8.0,0,0,0
9.0,6.0,9.0,8.0,11.0,10.0,7.0,0,0,0
11.0,9.0,9.0,8.0,14.0,8.0,8.0,0,0,0
14.0,11.0,6.0,8.0,10.0,9.0,7.0,0,0,0
10.0,14.0,9.0,6.0,8.0,8.0,9.0,0,0,0
8.0,10.0,11.0,9.0,9.0,7.0,11.0,0,0,0
9.0,8.0,14.0,9.0,8.0,8.0,15.0,0,0,0
8.0,9.0,10.0,6.0,7.0,7.0,13.0,0,0,0
7.0,8.0,8.0,9.0,8.0,9.0,12.0,0,0,0
8.0,7.0,9.0,11.0,7.0,11.0,12.0,0,0,0
7.0,8.0,8.0,14.0,9.0,15.0,11.0,0,0,0
9.0,7.0,7.0,10.0,11.0,13.0,7.0,0,0,0
11.0,9.0,8.0,8.0,15.0,12.0,9.0,0,0,0
15.0,11.0,7.0,9.0,13.0,12.0,6.0,0,0,0
13.0,15.0,9.0,8.0,12.0,11.0,8.0,0,0,0
12.0,13.0,11.0,7.0,12.0,7.0,9.0,0,0,0
12.0,12.0,15.0,8.0,11.0,9.0,8.0,0,0,0
11.0,12.0,13.0,7.0,7.0,6.0,8.0,0,0,0
7.0,11.0,12.0,9.0,9.0,8.0,14.0,0,0,0
9.0,7.0,12.0,11.0,6.0,9.0,15.0,0,0,0
6.0,9.0,11.0,15.0,8.0,8.0,9.0,0,0,0
8.0,6.0,7.0,13.0,9.0,8.0,9.0,0,1,0
9.0,8.0,9.0,12.0,8.0,14.0,8.0,0,1,0
8.0,9.0,6.0,12.0,8.0,15.0,5.0,0,1,0
8.0,8.0,8.0,11.0,14.0,9.0,10.0,0,1,0
14.0,8.0,9.0,7.0,15.0,9.0,18.0,0,1,0
15.0,14.0,8.0,9.0,9.0,8.0,18.0,0,1,0
9.0,15.0,8.0,6.0,9.0,5.0,22.0,0,1,0
9.0,9.0,14.0,8.0,8.0,10.0,21.0,0,1,0
8.0,9.0,15.0,9.0,5.0,18.0,18.0,0,1,0
5.0,8.0,9.0,8.0,10.0,18.0,25.0,0,1,0
10.0,5.0,9.0,8.0,18.0,22.0,29.0,0,1,0
18.0,10.0,8.0,14.0,18.0,21.0,32.0,0,1,0
18.0,18.0,5.0,15.0,22.0,18.0,32.0,0,1,0
22.0,18.0,10.0,9.0,21.0,25.0,19.0,0,1,0
21.0,22.0,18.0,9.0,18.0,29.0,22.0,0,1,0
18.0,21.0,18.0,8.0,25.0,32.0,17.0,0,1,0
25.0,18.0,22.0,5.0,29.0,32.0,33.0,0,1,0
29.0,25.0,21.0,10.0,32.0,19.0,31.0,0,1,0
32.0,29.0,18.0,18.0,32.0,22.0,21.0,0,1,0
32.0,32.0,25.0,18.0,19.0,17.0,8.0,0,1,0
19.0,32.0,29.0,22.0,22.0,33.0,11.0,0,1,0
22.0,19.0,32.0,21.0,17.0,31.0,12.0,0,1,0
17.0,22.0,32.0,18.0,33.0,21.0,23.0,0,1,0
33.0,17.0,19.0,25.0,31.0,8.0,28.0,0,1,0
31.0,33.0,22.0,29.0,21.0,11.0,25.0,0,1,0
21.0,31.0,17.0,32.0,8.0,12.0,18.0,0,1,0
8.0,21.0,33.0,32.0,11.0,23.0,19.0,0,1,0
11.0,8.0,31.0,19.0,12.0,28.0,16.0,0,1,0
12.0,11.0,21.0,22.0,23.0,25.0,22.0,0,1,0
23.0,12.0,8.0,17.0,28.0,18.0,25.0,0,1,0
28.0,23.0,11.0,33.0,25.0,19.0,26.0,0,1,0
25.0,28.0,12.0,31.0,18.0,16.0,29.0,0,0,1
18.0,25.0,23.0,21.0,19.0,22.0,24.0,0,0,1
19.0,18.0,28.0,8.0,16.0,25.0,23.0,0,0,1
16.0,19.0,25.0,11.0,22.0,26.0,22.0,0,0,1
22.0,16.0,18.0,12.0,25.0,29.0,20.0,0,0,1
25.0,22.0,19.0,23.0,26.0,24.0,17.0,0,0,1
26.0,25.0,16.0,28.0,29.0,23.0,10.0,0,0,1
29.0,26.0,22.0,25.0,24.0,22.0,11.0,0,0,1
24.0,29.0,25.0,18.0,23.0,20.0,14.0,0,0,1
23.0,24.0,26.0,19.0,22.0,17.0,18.0,0,0,1
22.0,23.0,29.0,16.0,20.0,10.0,13.0,0,0,1
20.0,22.0,24.0,22.0,17.0,11.0,19.0,0,0,1
17.0,20.0,23.0,25.0,10.0,14.0,13.0,0,0,1
10.0,17.0,22.0,26.0,11.0,18.0,13.0,0,0,1
11.0,10.0,20.0,29.0,14.0,13.0,22.0,0,0,1
14.0,11.0,17.0,24.0,18.0,19.0,19.0,0,0,1
18.0,14.0,10.0,23.0,13.0,13.0,15.0,0,0,1
13.0,18.0,11.0,22.0,19.0,13.0,10.0,0,0,1
19.0,13.0,14.0,20.0,13.0,22.0,10.0,0,0,1
13.0,19.0,18.0,17.0,13.0,19.0,15.0,0,0,1
13.0,13.0,13.0,10.0,22.0,15.0,12.0,0,0,1
22.0,13.0,19.0,11.0,19.0,10.0,20.0,0,0,1
19.0,22.0,13.0,14.0,15.0,10.0,21.0,0,0,1
15.0,19.0,13.0,18.0,10.0,15.0,15.0,0,0,1
10.0,15.0,22.0,13.0,10.0,12.0,13.0,0,0,1
10.0,10.0,19.0,19.0,15.0,20.0,12.0,0,0,1
15.0,10.0,15.0,13.0,12.0,21.0,12.0,0,0,1
12.0,15.0,10.0,13.0,20.0,15.0,12.0,0,0,1
20.0,12.0,10.0,22.0,21.0,13.0,8.0,0,0,1
21.0,20.0,15.0,19.0,15.0,12.0,13.0,0,0,1
15.0,21.0,12.0,15.0,13.0,12.0,17.0,0,0,1
13.0,15.0,20.0,10.0,12.0,12.0,18.0,0,0,1
12.0,13.0,21.0,10.0,12.0,8.0,18.0,0,0,1
12.0,12.0,15.0,15.0,12.0,13.0,18.0,0,0,1
12.0,12.0,13.0,12.0,8.0,17.0,18.0,0,0,1
8.0,12.0,12.0,20.0,13.0,18.0,21.0,0,0,1
13.0,8.0,12.0,21.0,17.0,18.0,26.0,0,0,1
17.0,13.0,12.0,15.0,18.0,18.0,26.0,0,0,1
18.0,17.0,8.0,13.0,18.0,18.0,34.0,0,0,1
18.0,18.0,13.0,12.0,18.0,21.0,28.0,0,0,1
18.0,18.0,17.0,12.0,18.0,26.0,16.0,0,0,1
18.0,18.0,18.0,12.0,21.0,26.0,20.0,0,0,1
21.0,18.0,18.0,8.0,26.0,34.0,25.0,0,0,1
26.0,21.0,18.0,13.0,26.0,28.0,31.0,0,0,1
26.0,26.0,18.0,17.0,34.0,16.0,29.0,0,0,1
34.0,26.0,21.0,18.0,28.0,20.0,27.0,0,0,1
28.0,34.0,26.0,18.0,16.0,25.0,26.0,0,0,1
16.0,28.0,26.0,18.0,20.0,31.0,18.0,0,0,1
20.0,16.0,34.0,18.0,25.0,29.0,21.0,0,0,1
25.0,20.0,28.0,21.0,31.0,27.0,25.0,0,0,1
31.0,25.0,16.0,26.0,29.0,26.0,27.0,0,0,1
29.0,31.0,20.0,26.0,27.0,18.0,26.0,0,0,1
27.0,29.0,25.0,34.0,26.0,21.0,19.0,0,0,1
26.0,27.0,31.0,28.0,18.0,25.0,18.0,0,0,1
18.0,26.0,29.0,16.0,21.0,27.0,22.0,0,0,1
21.0,18.0,27.0,20.0,25.0,26.0,22.0,0,0,1
25.0,21.0,26.0,25.0,27.0,19.0,21.0,0,0,1
27.0,25.0,18.0,31.0,26.0,18.0,15.0,0,0,1
26.0,27.0,21.0,29.0,19.0,22.0,16.0,0,0,1
19.0,26.0,25.0,27.0,18.0,22.0,12.0,0,0,1
18.0,19.0,27.0,26.0,22.0,21.0,15.0,0,0,1
22.0,18.0,26.0,18.0,22.0,15.0,29.0,0,0,1
22.0,22.0,19.0,21.0,21.0,16.0,35.0,0,0,1
21.0,22.0,18.0,25.0,15.0,12.0,26.0,0,0,1
15.0,21.0,22.0,27.0,16.0,15.0,12.0,0,0,1
16.0,15.0,22.0,26.0,12.0,29.0,19.0,0,0,1
12.0,16.0,21.0,19.0,15.0,35.0,16.0,0,0,1
15.0,12.0,15.0,18.0,29.0,26.0,15.0,0,0,1
29.0,15.0,16.0,22.0,35.0,12.0,18.0,0,0,1
35.0,29.0,12.0,22.0,26.0,19.0,18.0,0,0,1
26.0,35.0,15.0,21.0,12.0,16.0,24.0,0,0,1
12.0,26.0,29.0,15.0,19.0,15.0,19.0,0,0,1
19.0,12.0,35.0,16.0,16.0,18.0,18.0,0,0,1
16.0,19.0,26.0,12.0,15.0,18.0,21.0,0,0,1
15.0,16.0,12.0,15.0,18.0,24.0,26.0,0,0,1
18.0,15.0,19.0,29.0,18.0,19.0,31.0,0,0,1
18.0,18.0,16.0,35.0,24.0,18.0,42.0,0,0,1
24.0,18.0,15.0,26.0,19.0,21.0,39.0,0,0,1
19.0,24.0,18.0,12.0,18.0,26.0,19.0,0,0,1
18.0,19.0,18.0,19.0,21.0,31.0,34.0,0,0,1
21.0,18.0,24.0,16.0,26.0,42.0,40.0,0,0,1
26.0,21.0,19.0,15.0,31.0,39.0,17.0,0,0,1
31.0,26.0,18.0,18.0,42.0,19.0,23.0,0,0,1
42.0,31.0,21.0,18.0,39.0,34.0,31.0,0,0,1
39.0,42.0,26.0,24.0,19.0,40.0,53.0,0,0,1
19.0,39.0,31.0,19.0,34.0,17.0,63.0,0,0,1
34.0,19.0,42.0,18.0,40.0,23.0,64.0,0,0,1
40.0,34.0,39.0,21.0,17.0,31.0,30.0,0,0,1
17.0,40.0,19.0,26.0,23.0,53.0,20.0,0,0,1
23.0,17.0,34.0,31.0,31.0,63.0,15.0,0,0,1
31.0,23.0,40.0,42.0,53.0,64.0,13.0,0,0,1
53.0,31.0,17.0,39.0,63.0,30.0,13.0,0,0,1
63.0,53.0,23.0,19.0,64.0,20.0,15.0,0,0,1
64.0,63.0,31.0,34.0,30.0,15.0,11.0,0,0,1
30.0,64.0,53.0,40.0,20.0,13.0,10.0,0,0,1
20.0,30.0,63.0,17.0,15.0,13.0,10.0,0,0,1
15.0,20.0,64.0,23.0,13.0,15.0,12.0,0,0,1
13.0,15.0,30.0,31.0,13.0,11.0,14.0,0,0,1
13.0,13.0,20.0,53.0,15.0,10.0,18.0,0,0,1
15.0,13.0,15.0,63.0,11.0,10.0,23.0,0,0,1
11.0,15.0,13.0,64.0,10.0,12.0,18.0,0,0,1
10.0,11.0,13.0,30.0,10.0,14.0,25.0,0,0,1
10.0,10.0,15.0,20.0,12.0,18.0,35.0,0,0,1
12.0,10.0,11.0,15.0,14.0,23.0,44.0,0,0,1
14.0,12.0,10.0,13.0,18.0,18.0,29.0,0,0,1
18.0,14.0,10.0,13.0,23.0,25.0,27.0,0,0,1
23.0,18.0,12.0,15.0,18.0,35.0,33.0,0,0,1
18.0,23.0,14.0,11.0,25.0,44.0,36.0,0,0,1
25.0,18.0,18.0,10.0,35.0,29.0,47.0,0,0,1
35.0,25.0,23.0,10.0,44.0,27.0,33.0,0,0,1
44.0,35.0,18.0,12.0,29.0,33.0,26.0,0,0,1
29.0,44.0,25.0,14.0,27.0,36.0,32.0,0,0,1
27.0,29.0,35.0,18.0,33.0,47.0,40.0,0,0,1
33.0,27.0,44.0,23.0,36.0,33.0,44.0,0,0,1
36.0,33.0,29.0,18.0,47.0,26.0,41.0,0,0,1
47.0,36.0,27.0,25.0,33.0,32.0,31.0,0,0,1
33.0,47.0,33.0,35.0,26.0,40.0,46.0,0,0,1
26.0,33.0,36.0,44.0,32.0,44.0,42.0,0,0,1
32.0,26.0,47.0,29.0,40.0,41.0,51.0,0,0,1
40.0,32.0,33.0,27.0,44.0,31.0,62.0,0,0,1
44.0,40.0,26.0,33.0,41.0,46.0,54.0,1,0,0
41.0,44.0,32.0,36.0,31.0,42.0,39.0,1,0,0
31.0,41.0,40.0,47.0,46.0,51.0,42.0,1,0,0
46.0,31.0,44.0,33.0,42.0,62.0,31.0,1,0,0
42.0,46.0,41.0,26.0,51.0,54.0,30.0,1,0,0
51.0,42.0,31.0,32.0,62.0,39.0,36.0,1,0,0
62.0,51.0,46.0,40.0,54.0,42.0,35.0,1,0,0
54.0,62.0,42.0,44.0,39.0,31.0,35.0,1,0,0
39.0,54.0,51.0,41.0,42.0,30.0,24.0,1,0,0
42.0,39.0,62.0,31.0,31.0,36.0,19.0,1,0,0
31.0,42.0,54.0,46.0,30.0,35.0,18.0,1,0,0
30.0,31.0,39.0,42.0,36.0,35.0,18.0,1,0,0
36.0,30.0,42.0,51.0,35.0,24.0,18.0,1,0,0
35.0,36.0,31.0,62.0,35.0,19.0,21.0,1,0,0
35.0,35.0,30.0,54.0,24.0,18.0,21.0,1,0,0
24.0,35.0,36.0,39.0,19.0,18.0,15.0,1,0,0
19.0,24.0,35.0,42.0,18.0,18.0,18.0,1,0,0
18.0,19.0,35.0,31.0,18.0,21.0,17.0,1,0,0
18.0,18.0,24.0,30.0,18.0,21.0,15.0,1,0,0
18.0,18.0,19.0,36.0,21.0,15.0,17.0,1,0,0
21.0,18.0,18.0,35.0,21.0,18.0,12.0,1,0,0
21.0,21.0,18.0,35.0,15.0,17.0,10.0,1,0,0
15.0,21.0,18.0,24.0,18.0,15.0,13.0,1,0,0
18.0,15.0,21.0,19.0,17.0,17.0,16.0,1,0,0
17.0,18.0,21.0,18.0,15.0,12.0,16.0,1,0,0
15.0,17.0,15.0,18.0,17.0,10.0,21.0,1,0,0
17.0,15.0,18.0,18.0,12.0,13.0,29.0,1,0,0
12.0,17.0,17.0,21.0,10.0,16.0,35.0,1,0,0
10.0,12.0,15.0,21.0,13.0,16.0,39.0,1,0,0
13.0,10.0,17.0,15.0,16.0,21.0,36.0,1,0,0
16.0,13.0,12.0,18.0,16.0,29.0,22.0,1,0,0
16.0,16.0,10.0,17.0,21.0,35.0,16.0,1,0,0
21.0,16.0,13.0,15.0,29.0,39.0,16.0,1,0,0
29.0,21.0,16.0,17.0,35.0,36.0,16.0,1,0,0
35.0,29.0,16.0,12.0,39.0,22.0,27.0,1,0,0
39.0,35.0,21.0,10.0,36.0,16.0,31.0,1,0,0
36.0,39.0,29.0,13.0,22.0,16.0,36.0,1,0,0
22.0,36.0,35.0,16.0,16.0,16.0,43.0,1,0,0
16.0,22.0,39.0,16.0,16.0,27.0,48.0,1,0,0
16.0,16.0,36.0,21.0,16.0,31.0,47.0,1,0,0
16.0,16.0,22.0,29.0,27.0,36.0,44.0,1,0,0
27.0,16.0,16.0,35.0,31.0,43.0,40.0,1,0,0
31.0,27.0,16.0,39.0,36.0,48.0,41.0,1,0,0
36.0,31.0,16.0,36.0,43.0,47.0,40.0,1,0,0
43.0,36.0,27.0,22.0,48.0,44.0,48.0,1,0,0
48.0,43.0,31.0,16.0,47.0,40.0,48.0,1,0,0
47.0,48.0,36.0,16.0,44.0,41.0,30.0,1,0,0
44.0,47.0,43.0,16.0,40.0,40.0,25.0,1,0,0
40.0,44.0,48.0,27.0,41.0,48.0,18.0,1,0,0
41.0,40.0,47.0,31.0,40.0,48.0,17.0,1,0,0
40.0,41.0,44.0,36.0,48.0,30.0,27.0,1,0,0
48.0,40.0,40.0,43.0,48.0,25.0,21.0,1,0,0
48.0,48.0,41.0,48.0,30.0,18.0,21.0,1,0,0
30.0,48.0,40.0,47.0,25.0,17.0,17.0,1,0,0
25.0,30.0,48.0,44.0,18.0,27.0,22.0,1,0,0
18.0,25.0,48.0,40.0,17.0,21.0,19.0,1,0,0
17.0,18.0,30.0,41.0,27.0,21.0,15.0,1,0,0
27.0,17.0,25.0,40.0,21.0,17.0,13.0,1,0,0
21.0,27.0,18.0,48.0,21.0,22.0,17.0,1,0,0
21.0,21.0,17.0,48.0,17.0,19.0,18.0,1,0,0
17.0,21.0,27.0,30.0,22.0,15.0,17.0,1,0,0
22.0,17.0,21.0,25.0,19.0,13.0,19.0,1,0,0
19.0,22.0,21.0,18.0,15.0,17.0,17.0,1,0,0
